0,500000000.0,-9.110169943749474
1,503000000.0,-9.131595373001451
2,506000000.0,-9.152970939600996
3,509000000.0,-9.174297086339239
4,512000000.0,-9.195574249492381
5,515000000.0,-9.21680285895511
6,518000000.0,-9.237983338370523
7,521000000.0,-9.259116105256664
8,524000000.0,-9.2802015711298
9,527000000.0,-9.301240141624499
10,530000000.0,-9.32223221661067
11,533000000.0,-9.343178190307599
12,536000000.0,-9.364078451395113
13,539000000.0,-9.38493338312195
14,542000000.0,-9.405743363411409
15,545000000.0,-9.426508764964378
16,548000000.0,-9.447229955359813
17,551000000.0,-9.46790729715275
18,554000000.0,-9.48854114796991
19,557000000.0,-9.509131860602974
20,560000000.0,-9.529679783099617
21,563000000.0,-9.550185258852338
22,566000000.0,-9.57064862668516
23,569000000.0,-9.591070220938281
24,572000000.0,-9.6114503715507
25,575000000.0,-9.6317894041409
26,578000000.0,-9.652087640085655
27,581000000.0,-9.672345396596974
28,584000000.0,-9.692562986797286
29,587000000.0,-9.712740719792858
30,590000000.0,-9.732878900745561
31,593000000.0,-9.75297783094296
32,596000000.0,-9.773037807866851
33,599000000.0,-9.793059125260209
34,602000000.0,-9.81304207319265
35,605000000.0,-9.83298693812442
36,608000000.0,-9.852894002968977
37,611000000.0,-9.872763547154138
38,614000000.0,-9.892595846681935
39,617000000.0,-9.91239117418711
40,620000000.0,-9.932149798994367
41,623000000.0,-9.951871987174343
42,626000000.0,-9.971558001598401
43,629000000.0,-9.991208101992227
44,632000000.0,-10.010822544988269
45,635000000.0,-10.030401584177078
46,638000000.0,-10.049945470157544
47,641000000.0,-10.06945445058608
48,644000000.0,-10.08892877022476
49,647000000.0,-10.108368670988453
50,650000000.0,-10.12777439199098
51,653000000.0,-10.147146169590318
52,656000000.0,-10.166484237432849
53,659000000.0,-10.185788826496719
54,662000000.0,-10.205060165134304
55,665000000.0,-10.224298479113815
56,668000000.0,-10.243503991660043
57,671000000.0,-10.26267692349431
58,674000000.0,-10.281817492873586
59,677000000.0,-10.300925915628845
60,680000000.0,-10.32000240520265
61,683000000.0,-10.33904717268599
62,686000000.0,-10.358060426854397
63,689000000.0,-10.377042374203343
64,692000000.0,-10.395993218982953
65,695000000.0,-10.414913163232033
66,698000000.0,-10.433802406811452
67,701000000.0,-10.452661147436864
68,704000000.0,-10.4714895807108
69,707000000.0,-10.490287900154165
70,710000000.0,-10.509056297237114
71,713000000.0,-10.527794961409345
72,716000000.0,-10.546504080129827
73,719000000.0,-10.565183838895962
74,722000000.0,-10.5838344212722
75,725000000.0,-10.60245600891813
76,728000000.0,-10.621048781616022
77,731000000.0,-10.639612917297889
78,734000000.0,-10.658148592072033
79,737000000.0,-10.676655980249114
80,740000000.0,-10.695135254367722
81,743000000.0,-10.713586585219506
82,746000000.0,-10.732010141873833
83,749000000.0,-10.750406091702004
84,752000000.0,-10.768774600401045
85,755000000.0,-10.787115832017042
86,758000000.0,-10.805429948968102
87,761000000.0,-10.823717112066861
88,764000000.0,-10.841977480542628
89,767000000.0,-10.860211212063113
90,770000000.0,-10.878418462755803
91,773000000.0,-10.896599387228923
92,776000000.0,-10.914754138592059
93,779000000.0,-10.932882868476431
94,782000000.0,-10.950985727054782
95,785000000.0,-10.96906286306095
96,788000000.0,-10.9871144238091
97,791000000.0,-11.005140555212616
98,794000000.0,-11.023141401802686
99,797000000.0,-11.041117106746553
100,800000000.0,-11.059067811865475
101,803000000.0,-11.076993657652377
102,806000000.0,-11.094894783289195
103,809000000.0,-11.112771326663948
104,812000000.0,-11.130623424387503
105,815000000.0,-11.148451211810098
106,818000000.0,-11.166254823037546
107,821000000.0,-11.184034390947202
108,824000000.0,-11.20179004720366
109,827000000.0,-11.219521922274202
110,830000000.0,-11.237230145443968
111,833000000.0,-11.254914844830907
112,836000000.0,-11.27257614740048
113,839000000.0,-11.290214178980118
114,842000000.0,-11.307829064273456
115,845000000.0,-11.325420926874319
116,848000000.0,-11.342989889280519
117,851000000.0,-11.360536072907411
118,854000000.0,-11.37805959810123
119,857000000.0,-11.395560584152225
120,860000000.0,-11.41303914930759
121,863000000.0,-11.430495410784191
122,866000000.0,-11.447929484781081
123,869000000.0,-11.465341486491837
124,872000000.0,-11.4827315301167
125,875000000.0,-11.50009972887452
126,878000000.0,-11.517446195014527
127,881000000.0,-11.534771039827914
128,884000000.0,-11.552074373659252
129,887000000.0,-11.569356305917715
130,890000000.0,-11.58661694508815
131,893000000.0,-11.603856398741966
132,896000000.0,-11.621074773547884
133,899000000.0,-11.638272175282475
134,902000000.0,-11.655448708840604
135,905000000.0,-11.672604478245661
136,908000000.0,-11.689739586659682
137,911000000.0,-11.706854136393286
138,914000000.0,-11.72394822891549
139,917000000.0,-11.741021964863359
140,920000000.0,-11.758075444051551
141,923000000.0,-11.775108765481656
142,926000000.0,-11.792122027351468
143,929000000.0,-11.809115327064085
144,932000000.0,-11.826088761236875
145,935000000.0,-11.84304242571033
146,938000000.0,-11.85997641555678
147,941000000.0,-11.876890825088983
148,944000000.0,-11.893785747868607
149,947000000.0,-11.91066127671456
150,950000000.0,-11.927517503711222
151,953000000.0,-11.944354520216566
152,956000000.0,-11.961172416870154
153,959000000.0,-11.977971283601011
154,962000000.0,-11.994751209635414
155,965000000.0,-12.011512283504533
156,968000000.0,-12.028254593052024
157,971000000.0,-12.044978225441442
158,974000000.0,-12.061683267163616
159,977000000.0,-12.078369804043891
160,980000000.0,-12.095037921249265
161,983000000.0,-12.111687703295441
162,986000000.0,-12.12831923405379
163,989000000.0,-12.144932596758194
