0,0,0,16202,0
0,0,1,16493,0
0,2,0,16251,0
0,2,1,16477,0
0,4,0,16382,0
0,4,1,16431,0
0,6,0,16209,0
0,6,1,16565,0
0,8,0,16218,0
0,8,1,16481,0
0,10,0,16188,0
0,10,1,16427,0
0,12,0,16227,0
0,12,1,16668,0
0,14,0,16283,0
0,14,1,16559,0
0,16,0,16365,0
0,16,1,16542,0
0,18,0,16245,0
0,18,1,16442,0
0,20,0,16359,0
0,20,1,16642,0
0,22,0,16203,0
0,22,1,16594,0
0,24,0,16220,5
0,24,1,16505,0
0,26,0,16280,14
0,26,1,16497,17
0,28,0,16281,98
0,28,1,16509,82
0,30,0,16188,485
0,30,1,16522,405
0,32,0,16244,1362
0,32,1,16480,1375
0,34,0,16243,2711
0,34,1,16529,3559
0,36,0,16346,4473
0,36,1,16446,6012
0,38,0,16234,6855
0,38,1,16663,8029
0,40,0,16295,8974
0,40,1,16556,9435
0,42,0,16305,10417
0,42,1,16409,10675
0,44,0,16273,12011
0,44,1,16489,12395
0,46,0,16300,13880
0,46,1,16425,14544
0,48,0,16295,15308
0,48,1,16388,15930
0,50,0,16326,16143
0,50,1,16501,16477
0,52,0,16230,16203
0,52,1,16369,16369
0,54,0,16332,16332
0,54,1,16504,16504
0,56,0,16243,16243
0,56,1,16425,16425
0,58,0,16172,16172
0,58,1,16485,16485
0,60,0,16192,16192
0,60,1,16351,16351
0,62,0,16172,16172
0,62,1,16478,16478
2,0,0,16190,0
2,0,1,16510,0
2,2,0,16261,0
2,2,1,16464,0
2,4,0,16276,0
2,4,1,16537,0
2,6,0,16241,0
2,6,1,16540,0
2,8,0,16168,0
2,8,1,16486,0
2,10,0,16193,0
2,10,1,16562,0
2,12,0,16182,0
2,12,1,16405,0
2,14,0,16330,0
2,14,1,16445,0
2,16,0,16323,0
2,16,1,16559,0
2,18,0,16256,0
2,18,1,16583,0
2,20,0,16303,0
2,20,1,16545,0
2,22,0,16326,0
2,22,1,16549,0
2,24,0,16208,15
2,24,1,16554,3
2,26,0,16187,104
2,26,1,16639,50
2,28,0,16403,386
2,28,1,16395,380
2,30,0,16200,929
2,30,1,16442,995
2,32,0,16238,2318
2,32,1,16506,2589
2,34,0,16286,3664
2,34,1,16590,4996
2,36,0,16365,5615
2,36,1,16508,7105
2,38,0,16210,7693
2,38,1,16643,8622
2,40,0,16234,9237
