0x80,0x2e00,0x00
0x80,0x2e01,0xff
0x80,0x2e02,0xff
0x80,0x2e03,0xff
0x80,0x2e04,0xff
0x80,0x2e05,0xff
0x80,0x2e06,0xff
0x80,0x2e07,0x00
0x80,0x2e08,0x36
0x80,0x2e09,0x09
0x80,0x2e0a,0x02
0x80,0x2e0b,0x70
0x80,0x2e0c,0x01
0x80,0x2e0d,0x01
0x80,0x2e0e,0x01
0x80,0x2e0f,0x01
0x80,0x2e10,0x22
0x80,0x2e11,0x15
0x80,0x2e12,0x01
0x80,0x2e13,0x03
0x80,0x2e14,0x80
0x80,0x2e15,0x29
0x80,0x2e16,0x1a
0x80,0x2e17,0x78
0x80,0x2e18,0xee
0x80,0x2e19,0xe5
0x80,0x2e1a,0xb5
0x80,0x2e1b,0xa3
0x80,0x2e1c,0x55
0x80,0x2e1d,0x49
0x80,0x2e1e,0x99
0x80,0x2e1f,0x27
0x80,0x2e20,0x13
0x80,0x2e21,0x50
0x80,0x2e22,0x54
0x80,0x2e23,0xaf
0x80,0x2e24,0xef
0x80,0x2e25,0x00
0x80,0x2e26,0x71
0x80,0x2e27,0x4f
0x80,0x2e28,0x81
0x80,0x2e29,0xc0
0x80,0x2e2a,0x81
0x80,0x2e2b,0x80
0x80,0x2e2c,0x81
0x80,0x2e2d,0x80
0x80,0x2e2e,0x81
0x80,0x2e2f,0x80
0x80,0x2e30,0x95
0x80,0x2e31,0x00
0x80,0x2e32,0x95
0x80,0x2e33,0x0f
0x80,0x2e34,0xd1
0x80,0x2e35,0xc0
0x80,0x2e36,0x24
0x80,0x2e37,0x13
0x80,0x2e38,0x00
0x80,0x2e39,0x20
0x80,0x2e3a,0x41
0x80,0x2e3b,0x58
0x80,0x2e3c,0x16
0x80,0x2e3d,0x20
0x80,0x2e3e,0x05
0x80,0x2e3f,0x0d
0x80,0x2e40,0x23
0x80,0x2e41,0x00
0x80,0x2e42,0xff
0x80,0x2e43,0xff
0x80,0x2e44,0x00
0x80,0x2e45,0x00
0x80,0x2e46,0x00
0x80,0x2e47,0x1c
0x80,0x2e48,0x00
0x80,0x2e49,0x00
0x80,0x2e4a,0x00
0x80,0x2e4b,0xfc
0x80,0x2e4c,0x00
0x80,0x2e4d,0x4d
0x80,0x2e4e,0x50
0x80,0x2e4f,0x49
0x80,0x2e50,0x37
0x80,0x2e51,0x30
0x80,0x2e52,0x30
0x80,0x2e53,0x32
0x80,0x2e54,0x0a
0x80,0x2e55,0x20
0x80,0x2e56,0x20
0x80,0x2e57,0x20
0x80,0x2e58,0x20
0x80,0x2e59,0x20
0x80,0x2e5a,0x00
0x80,0x2e5b,0x00
0x80,0x2e5c,0x00
0x80,0x2e5d,0xfd
0x80,0x2e5e,0x00
0x80,0x2e5f,0x32
0x80,0x2e60,0x4c
0x80,0x2e61,0x1e
0x80,0x2e62,0x51
0x80,0x2e63,0x0e
0x80,0x2e64,0x00
0x80,0x2e65,0x0a
